Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location,Street Direction,Street Number,Street Name,Street Type
15364 Quincy,12012650.,"Adamo Group, Inc.",15441.00,HHF,04/30/2015,No,2,Pilgrim Village,42.403834,-83.13767,"location
(42.403834, -83.13767)",,15364,QUINCY,St
6349 Linsdale,16003365.,Able Demolition,10245.19,Non-HHF,04/30/2015,No,6,Midwest,42.356107,-83.1393,"location
(42.356107, -83.1393)",,6349,LINSDALE,St
14325 Dacosta,22115955.,Farrow Group,11300.00,HHF,04/30/2015,No,1,Brightmoor,42.391026,-83.260575,"location
(42.391026, -83.260575)",,14325,DACOSTA,St
4718 Martin,18010972.,"Adamo Group, Inc.",21206.00,HHF,04/30/2015,No,6,Claytown,42.332539,-83.127878,"location
(42.332539, -83.127878)",,4718,MARTIN,St
14145 Dacosta,22115976.,Farrow Group,14800.00,HHF,04/30/2015,No,1,Brightmoor,42.388908,-83.260489,"location
(42.388908, -83.260489)",,14145,DACOSTA,St
14886 Wildemere,12005701.,"Adamo Group, Inc.",18329.00,HHF,04/30/2015,No,2,Dexter-Fenkell,42.400239,-83.131599,"location
(42.400239, -83.131599)",,14886,WILDEMERE,St
4217 Martin,18011152.,"Adamo Group, Inc.",20542.00,HHF,04/30/2015,No,6,Claytown,42.329694,-83.126786,"location
(42.329694, -83.126786)",,4217,MARTIN,St
15388 Muirland,12011682.,"Adamo Group, Inc.",17552.00,HHF,04/29/2015,No,2,Pilgrim Village,42.404446,-83.133115,"location
(42.404446, -83.133115)",,15388,MUIRLAND,St
15867 E State Fair,21024567.,"Adamo Group, Inc.",16579.82,HHF,04/29/2015,No,3,Regent Park,42.443132,-82.957097,"location
(42.443132, -82.957097)",E,15867,STATE FAIR,St
15388 Quincy,12012656.,"Adamo Group, Inc.",13052.00,HHF,04/29/2015,No,2,Pilgrim Village,42.404328,-83.137687,"location
(42.404328, -83.137687)",,15388,QUINCY,St
16176 Kentucky,16036551.,Farrow Group,12700.00,HHF,04/29/2015,No,2,Fitzgerald/Marygrove,42.410877,-83.15867,"location
(42.410877, -83.15867)",,16176,KENTUCKY,St
6887 Mercier,18001609.,"Adamo Group, Inc.",7752.00,HHF,04/29/2015,No,6,Claytown,42.325102,-83.125071,"location
(42.325102, -83.125071)",,6887,MERCIER,St
15791 Steel,22022880.,Able Demolition,8962.49,Non-HHF,04/29/2015,No,2,Bethune Community,42.407429,-83.172058,"location
(42.407429, -83.172058)",,15791,STEEL,St
6937 Mercier,18001617.,"Adamo Group, Inc.",11408.00,HHF,04/29/2015,No,6,Claytown,42.324774,-83.125841,"location
(42.324774, -83.125841)",,6937,MERCIER,St
15744 Livernois,12013199.,1 Way Service,16600.00,Non-HHF,04/29/2015,Yes,2,Pilgrim Village,42.406983,-83.140048,"location
(42.406983, -83.140048)",,15744,LIVERNOIS,Ave
15384 Quincy,12012655.,"Adamo Group, Inc.",18042.00,HHF,04/29/2015,No,2,Pilgrim Village,42.404245,-83.137684,"location
(42.404245, -83.137684)",,15384,QUINCY,St
16239 Kentucky,16036973.,Farrow Group,13150.00,HHF,04/29/2015,No,2,Fitzgerald/Marygrove,42.411733,-83.159316,"location
(42.411733, -83.159316)",,16239,KENTUCKY,St
15087 Muirland,12011923.,"Adamo Group, Inc.",13320.00,HHF,04/29/2015,No,2,Dexter-Fenkell,42.401958,-83.133516,"location
(42.401958, -83.133516)",,15087,MUIRLAND,St
15875 E State Fair,21024568.,"Adamo Group, Inc.",13958.61,HHF,04/29/2015,No,3,Regent Park,42.443135,-82.956967,"location
(42.443135, -82.956967)",E,15875,STATE FAIR,St
3272 Clairmount,12002631.,Able Demolition,27724.50,Non-HHF,04/29/2015,No,5,Jamison,42.370426,-83.115379,"location
(42.370426, -83.115379)",,3272,CLAIRMOUNT,St
15388 Petoskey,12012905.,"Adamo Group, Inc.",13424.00,HHF,04/28/2015,No,2,Pilgrim Village,42.404299,-83.138855,"location
(42.404299, -83.138855)",,15388,PETOSKEY,Ave
14898 Muirland,12011646.,"Adamo Group, Inc.",18101.00,HHF,04/28/2015,No,2,Dexter-Fenkell,42.40036,-83.132835,"location
(42.40036, -83.132835)",,14898,MUIRLAND,St
3014 Kendall,12005106.,Able Demolition,9999.00,Non-HHF,04/28/2015,No,2,Oakman Blvd Community,42.396282,-83.130088,"location
(42.396282, -83.130088)",,3014,KENDALL,St
6849 Parkwood,18002034.,"Adamo Group, Inc.",17493.00,HHF,04/28/2015,No,6,Claytown,42.328988,-83.127164,"location
(42.328988, -83.127164)",,6849,PARKWOOD,St
7351 Waldo,18001950.,"Adamo Group, Inc.",11462.00,HHF,04/28/2015,No,6,Claytown,42.326219,-83.131597,"location
(42.326219, -83.131597)",,7351,WALDO,St
19228 Havana,01009482.,Able Demolition,6464.00,Non-HHF,04/28/2015,No,2,Penrose,42.434078,-83.109967,"location
(42.434078, -83.109967)",,19228,HAVANA,St
7166 Waldo,18001992.,"Adamo Group, Inc.",13001.00,HHF,04/28/2015,No,6,Claytown,42.327177,-83.130303,"location
(42.327177, -83.130303)",,7166,WALDO,St
15360 Quincy,12012649.,"Adamo Group, Inc.",18583.00,HHF,04/28/2015,No,2,Pilgrim Village,42.403751,-83.137667,"location
(42.403751, -83.137667)",,15360,QUINCY,St
15023 Wildemere,12005983.,"Adamo Group, Inc.",22640.00,HHF,04/28/2015,No,2,Dexter-Fenkell,42.401141,-83.132362,"location
(42.401141, -83.132362)",,15023,WILDEMERE,St
19447 Charest,13023679.,Able Demolition,10908.00,Non-HHF,04/27/2015,No,3,Pershing,42.437626,-83.071747,"location
(42.437626, -83.071747)",,19447,CHAREST,St
2800 Ewald Circle,16024085-90,Rickman Enterprise Group,68341.00,Non-HHF,04/27/2015,Yes,7,Oakman Blvd Community,42.389782,-83.144847,"location
(42.389782, -83.144847)",,2800,EWALD CIRCLE,Cir
15345 Normandy,08010700.,"Adamo Group, Inc.",9578.00,HHF,04/27/2015,No,2,Pilgrim Village,42.403703,-83.126462,"location
(42.403703, -83.126462)",,15345,NORMANDY,St
15365 Petoskey,12013039.,"Adamo Group, Inc.",19222.00,HHF,04/27/2015,No,2,Pilgrim Village,42.403803,-83.139502,"location
(42.403803, -83.139502)",,15365,PETOSKEY,Ave
4411 Parkinson,18011601.,"Adamo Group, Inc.",12194.00,HHF,04/27/2015,No,6,Claytown,42.329943,-83.131231,"location
(42.329943, -83.131231)",,4411,PARKINSON,St
15344 Petoskey,12012894.,"Adamo Group, Inc.",18743.00,HHF,04/27/2015,No,2,Pilgrim Village,42.403393,-83.13882,"location
(42.403393, -83.13882)",,15344,PETOSKEY,Ave
4441 Parkinson,18011595.,"Adamo Group, Inc.",17759.00,HHF,04/27/2015,No,6,Claytown,42.330376,-83.131552,"location
(42.330376, -83.131552)",,4441,PARKINSON,St
13107 Maine,09012822.,Able Demolition,10094.95,Non-HHF,04/27/2015,No,3,Campau/Banglatown,42.410098,-83.069078,"location
(42.410098, -83.069078)",,13107,MAINE,St
1801 Puritan,08005175.,Able Demolition,10908.00,Non-HHF,04/27/2015,No,2,Pilgrim Village,42.410138,-83.11766,"location
(42.410138, -83.11766)",,1801,PURITAN,St
3803 Kendall,14006058.,"Adamo Group, Inc.",22423.00,HHF,04/24/2015,No,2,Oakman Blvd Community,42.393641,-83.13573,"location
(42.393641, -83.13573)",,3803,KENDALL,St
15091 Quincy,12012802.,"Adamo Group, Inc.",11180.00,HHF,04/24/2015,No,2,Dexter-Fenkell,42.401944,-83.138257,"location
(42.401944, -83.138257)",,15091,QUINCY,St
15640 Rossini Drive,21024759.,DMC Consultants,11300.00,HHF,04/24/2015,No,3,Regent Park,42.443504,-82.960068,"location
(42.443504, -82.960068)",,15640,ROSSINI DRIVE,Dr
15625 Rossini Drive,21025012.002L,DMC Consultants,12400.00,HHF,04/24/2015,No,3,Regent Park,42.444033,-82.96037,"location
(42.444033, -82.96037)",,15625,ROSSINI DRIVE,Dr
15010 Quincy,12012628.,"Adamo Group, Inc.",22100.00,HHF,04/24/2015,No,2,Dexter-Fenkell,42.400838,-83.137556,"location
(42.400838, -83.137556)",,15010,QUINCY,St
15364 Petoskey,12012899.,"Adamo Group, Inc.",12191.00,HHF,04/24/2015,No,2,Pilgrim Village,42.403805,-83.138836,"location
(42.403805, -83.138836)",,15364,PETOSKEY,Ave
19426 Concord,15011191.,Able Demolition,25856.00,Non-HHF,04/24/2015,No,3,Nortown,42.437671,-83.032684,"location
(42.437671, -83.032684)",,19426,CONCORD,St
15632 Rossini Drive,21024760.,DMC Consultants,12800.00,HHF,04/24/2015,No,3,Regent Park,42.443501,-82.960197,"location
(42.443501, -82.960197)",,15632,ROSSINI DRIVE,Dr
15903 Rossini Drive,21025033.002L,DMC Consultants,10300.00,HHF,04/24/2015,No,3,Regent Park,42.444126,-82.956397,"location
(42.444126, -82.956397)",,15903,ROSSINI DRIVE,Dr
16110 Manning,21023039.,DMC Consultants,13400.00,HHF,04/24/2015,No,3,Regent Park,42.440775,-82.953758,"location
(42.440775, -82.953758)",,16110,MANNING,St
19221 Hawthorne,09021800.,Able Demolition,10276.75,Non-HHF,04/23/2015,No,3,Nolan,42.43431,-83.092954,"location
(42.43431, -83.092954)",,19221,HAWTHORNE,St
12500 Dexter,12010531.,1 Way Service,132800.00,Non-HHF,04/23/2015,Yes,5,Dexter-Linwood,42.384793,-83.127083,"location
(42.384793, -83.127083)",,12500,DEXTER,Ave
3774 Kendall,14006115.,"Adamo Group, Inc.",21198.00,HHF,04/23/2015,No,2,Oakman Blvd Community,42.394254,-83.13555,"location
(42.394254, -83.13555)",,3774,KENDALL,St
8569 Coyle,22045796.,DMC Consultants,14200.00,HHF,04/23/2015,No,7,Fiskhorn,42.356862,-83.192958,"location
(42.356862, -83.192958)",,8569,COYLE,St
5710 Wayburn,21063488.,Able Demolition,9727.56,Non-HHF,04/23/2015,No,4,Morningside,42.402618,-82.956706,"location
(42.402618, -82.956706)",,5710,WAYBURN,St
12941 Asbury Park,22062081.,Able Demolition,12322.00,Non-HHF,04/23/2015,No,1,Schoolcraft Southfield,42.38424,-83.20799,"location
(42.38424, -83.20799)",,12941,ASBURY PARK,Park
8051 Coyle,22045845.,DMC Consultants,11400.00,HHF,04/23/2015,No,7,Fiskhorn,42.35173,-83.192666,"location
(42.35173, -83.192666)",,8051,COYLE,St
2278 Pasadena,08004712.,"Adamo Group, Inc.",13061.00,HHF,04/23/2015,No,2,Oakman Blvd Community,42.397209,-83.119152,"location
(42.397209, -83.119152)",,2278,PASADENA,St
1533 Pasadena,06004035.,"Adamo Group, Inc.",17415.00,HHF,04/23/2015,No,2,Pilgrim Village,42.399847,-83.110728,"location
(42.399847, -83.110728)",,1533,PASADENA,St
4127 E Mcnichols,13007217-20,Rickman Enterprise Group,73292.00,Non-HHF,04/23/2015,Yes,3,Davison,42.418922,-83.06173,"location
(42.418922, -83.06173)",E,4127,MCNICHOLS,Rd
8076 Decatur,22032223.,DMC Consultants,11200.00,HHF,04/23/2015,No,7,Joy-Schaefer,42.352418,-83.179249,"location
(42.352418, -83.179249)",,8076,DECATUR,St
3006 Kendall,12005107.,"Adamo Group, Inc.",21769.00,HHF,04/23/2015,No,2,Oakman Blvd Community,42.396324,-83.129975,"location
(42.396324, -83.129975)",,3006,KENDALL,St
6454 Hanson,18002912.,Brown Environmental Construction,9999.00,Non-HHF,04/23/2015,No,6,Claytown,42.337807,-83.12823,"location
(42.337807, -83.12823)",,6454,HANSON,St
8080 Hubbell,22038691-2,DMC Consultants,12400.00,HHF,04/23/2015,No,7,Joy-Schaefer,42.352292,-83.186595,"location
(42.352292, -83.186595)",,8080,HUBBELL,St
11125 Corbett,21006925.,Able Demolition,7404.56,Non-HHF,04/23/2015,No,4,Wade,42.401079,-82.992323,"location
(42.401079, -82.992323)",,11125,CORBETT,Ave
3018 Pasadena,12004765.,"Adamo Group, Inc.",13061.00,HHF,04/23/2015,No,2,Oakman Blvd Community,42.39377,-83.128541,"location
(42.39377, -83.128541)",,3018,PASADENA,St
15392 Stansbury,22033405.,DMC Consultants,9900.00,Non-HHF,04/23/2015,No,2,Bethune Community,42.403679,-83.182056,"location
(42.403679, -83.182056)",,15392,STANSBURY,St
3780 Kendall,14006114.,"Adamo Group, Inc.",20741.00,HHF,04/23/2015,No,2,Oakman Blvd Community,42.394211,-83.135665,"location
(42.394211, -83.135665)",,3780,KENDALL,St
19127 Riopelle,09018808.,Able Demolition,11312.00,Non-HHF,04/23/2015,No,3,Nolan,42.433225,-83.086923,"location
(42.433225, -83.086923)",,19127,RIOPELLE,St
3827 PASADENA,14005741.,"Adamo Group, Inc.",9574.00,HHF,04/23/2015,No,2,Oakman Blvd Community,42.391007,-83.134558,"location
(42.391007, -83.134558)",,3827,PASADENA,St
19321 Greeley,09019499.,Able Demolition,9193.53,Non-HHF,04/23/2015,No,3,Nolan,42.435561,-83.088117,"location
(42.435561, -83.088117)",,19321,GREELEY,St
15351 Log Cabin,08009686.,"Adamo Group, Inc.",13393.00,HHF,04/22/2015,No,2,Pilgrim Village,42.403867,-83.121558,"location
(42.403867, -83.121558)",,15351,LOG CABIN,St
15369 Log Cabin,08009683.,"Adamo Group, Inc.",9872.00,HHF,04/22/2015,No,2,Pilgrim Village,42.404113,-83.121572,"location
(42.404113, -83.121572)",,15369,LOG CABIN,St
15365 Lawton,12006361.,"Adamo Group, Inc.",12739.00,HHF,04/22/2015,No,2,Pilgrim Village,42.404066,-83.129698,"location
(42.404066, -83.129698)",,15365,LAWTON,St
11040 Glenfield,21010580.,Able Demolition,16356.95,Non-HHF,04/22/2015,No,4,Gratiot-Findlay,42.407848,-83.000236,"location
(42.407848, -83.000236)",,11040,GLENFIELD,Ave
15361 Lawton,12006362.,"Adamo Group, Inc.",13166.00,HHF,04/22/2015,No,2,Pilgrim Village,42.40397,-83.129692,"location
(42.40397, -83.129692)",,15361,LAWTON,St
15375 Log Cabin,08009682.002L,"Adamo Group, Inc.",26742.00,HHF,04/22/2015,No,2,Pilgrim Village,42.404196,-83.121577,"location
(42.404196, -83.121577)",,15375,LOG CABIN,St
3746 Kendall,14006119.,"Adamo Group, Inc.",19888.00,HHF,04/22/2015,No,2,Oakman Blvd Community,42.39443,-83.135088,"location
(42.39443, -83.135088)",,3746,KENDALL,St
12270 Jane,21011791.,Brown Environmental Construction,11004.00,Non-HHF,04/21/2015,No,4,Eden Gardens,42.414431,-82.989664,"location
(42.414431, -82.989664)",,12270,JANE,St
15335 Log Cabin,08009689.,"Adamo Group, Inc.",16572.00,HHF,04/21/2015,No,2,Pilgrim Village,42.40362,-83.121544,"location
(42.40362, -83.121544)",,15335,LOG CABIN,St
6818 Mack,15000267-8,"Adamo Group, Inc.",82865.00,Non-HHF,04/21/2015,Yes,5,Islandview,42.363174,-83.01562,"location
(42.363174, -83.01562)",,6818,MACK,Ave
2477 Kendall,10004515.,"Adamo Group, Inc.",9512.00,HHF,04/21/2015,No,2,Oakman Blvd Community,42.397703,-83.123314,"location
(42.397703, -83.123314)",,2477,KENDALL,St
1502 Kendall,06004290.,"Adamo Group, Inc.",21021.00,HHF,04/21/2015,No,2,Pilgrim Village,42.402392,-83.11188,"location
(42.402392, -83.11188)",,1502,KENDALL,St
2525 Kendall,10004522.,"Adamo Group, Inc.",16714.00,HHF,04/21/2015,No,2,Oakman Blvd Community,42.397404,-83.124126,"location
(42.397404, -83.124126)",,2525,KENDALL,St
6752 Warwick,22085723.,Able Demolition,11170.60,Non-HHF,04/21/2015,No,7,Warrendale,42.340424,-83.226445,"location
(42.340424, -83.226445)",,6752,WARWICK,St
13800 E State Fair,21024135.016,Able Demolition,10145.45,Non-HHF,04/21/2015,No,3,Franklin,42.442013,-82.982777,"location
(42.442013, -82.982777)",E,13800,STATE FAIR,St
14416 Tacoma,21023614.,Able Demolition,11152.93,Non-HHF,04/21/2015,No,3,Franklin,42.441433,-82.975111,"location
(42.441433, -82.975111)",,14416,TACOMA,St
19997 Pelkey,21030077.,Able Demolition,8342.60,Non-HHF,04/21/2015,No,3,Conner Creek,42.443829,-82.987038,"location
(42.443829, -82.987038)",,19997,PELKEY,St
2740 Pasadena,10004398.,"Adamo Group, Inc.",11241.00,HHF,04/21/2015,No,2,Oakman Blvd Community,42.394646,-83.126166,"location
(42.394646, -83.126166)",,2740,PASADENA,St
3012 Pasadena,12004766.,"Adamo Group, Inc.",27074.00,HHF,04/21/2015,No,2,Oakman Blvd Community,42.393812,-83.128429,"location
(42.393812, -83.128429)",,3012,PASADENA,St
15339 Log Cabin,08009688.,"Adamo Group, Inc.",27861.00,HHF,04/21/2015,No,2,Pilgrim Village,42.403702,-83.121549,"location
(42.403702, -83.121549)",,15339,LOG CABIN,St
19166 Gilchrist,22065509.,Able Demolition,9741.45,Non-HHF,04/21/2015,No,2,Greenfield,42.431215,-83.212605,"location
(42.431215, -83.212605)",,19166,GILCHRIST,St
61 E MCNICHOLS,01004411-12,Rickman Enterprise Group,28527.00,Non-HHF,04/21/2015,Yes,3,Greenfield Park,42.418109,-83.100563,"location
(42.418109, -83.100563)",E,61,MCNICHOLS,Rd
2466 Pasadena,10004424.,"Adamo Group, Inc.",32822.00,HHF,04/20/2015,No,5,Oakman Blvd Community,42.396114,-83.122102,"location
(42.396114, -83.122102)",,2466,PASADENA,St
1001 E Mcnichols,01004447.,1 Way Service,16900.00,Non-HHF,04/20/2015,Yes,3,Greenfield Park,42.418336,-83.093231,"location
(42.418336, -83.093231)",E,1001,MCNICHOLS,Rd
19727 Rutherford,22056251.,Able Demolition,11102.43,Non-HHF,04/20/2015,No,2,Greenfield,42.436123,-83.205794,"location
(42.436123, -83.205794)",,19727,RUTHERFORD,St
1927 Kendall,08004898.,"Adamo Group, Inc.",15766.00,HHF,04/20/2015,No,2,Oakman Blvd Community,42.400196,-83.116576,"location
(42.400196, -83.116576)",,1927,KENDALL,St
2474 Pasadena,10004423.,"Adamo Group, Inc.",33536.00,HHF,04/20/2015,No,5,Oakman Blvd Community,42.396071,-83.122218,"location
(42.396071, -83.122218)",,2474,PASADENA,St
1700 Kendall,06004261.,"Adamo Group, Inc.",11308.00,HHF,04/20/2015,No,2,Oakman Blvd Community,42.400958,-83.11577,"location
(42.400958, -83.11577)",,1700,KENDALL,St
13834 La Salle Blvd,08010232.,"Adamo Group, Inc.",13489.00,HHF,04/20/2015,No,2,Oakman Blvd Community,42.397051,-83.120719,"location
(42.397051, -83.120719)",,13834,LA SALLE BLVD,Blvd
2517 Labelle,10004489.,"Adamo Group, Inc.",19468.00,HHF,04/17/2015,No,2,Oakman Blvd Community,42.396785,-83.123565,"location
(42.396785, -83.123565)",,2517,LABELLE,
2216 Pasadena,08004721.,"Adamo Group, Inc.",8105.00,HHF,04/17/2015,No,2,Oakman Blvd Community,42.397598,-83.118111,"location
(42.397598, -83.118111)",,2216,PASADENA,St
15865 Manning,21023402.,Able Demolition,7736.60,Non-HHF,04/17/2015,No,3,Regent Park,42.441252,-82.957057,"location
(42.441252, -82.957057)",,15865,MANNING,St
2210 Pasadena,08004722.,"Adamo Group, Inc.",11625.00,HHF,04/17/2015,No,2,Oakman Blvd Community,42.397641,-83.117995,"location
(42.397641, -83.117995)",,2210,PASADENA,St
14866 Linnhurst,21018395.,Able Demolition,8832.45,Non-HHF,04/17/2015,No,4,Mapleridge,42.431275,-82.968914,"location
(42.431275, -82.968914)",,14866,LINNHURST,St
2272 Pasadena,08004713.,"Adamo Group, Inc.",10815.00,HHF,04/17/2015,No,2,Oakman Blvd Community,42.397252,-83.119037,"location
(42.397252, -83.119037)",,2272,PASADENA,St
19301 Biltmore,22064324.,Able Demolition,11226.15,Non-HHF,04/16/2015,No,2,Greenfield,42.432156,-83.212209,"location
(42.432156, -83.212209)",,19301,BILTMORE,St
20222 Caldwell,13014344.,Able Demolition,8256.75,Non-HHF,04/16/2015,No,3,Farwell,42.444797,-83.047164,"location
(42.444797, -83.047164)",,20222,CALDWELL,St
19142 Teppert,17014981.,"Adamo Group, Inc.",24499.59,HHF,04/16/2015,No,3,Pulaski,42.435052,-83.007589,"location
(42.435052, -83.007589)",,19142,TEPPERT,St
2340 Labelle,08004860.,"Adamo Group, Inc.",16779.00,HHF,04/16/2015,No,2,Oakman Blvd Community,42.39817,-83.121067,"location
(42.39817, -83.121067)",,2340,LABELLE,
12572 W Grand River,16005007-14,1 Way Service,63525.00,Non-HHF,04/16/2015,Yes,7,Grand River-I96,42.380148,-83.166556,"location
(42.380148, -83.166556)",W,12572,GRAND RIVER,Ave
17885 Strasburg,21034466.,"Adamo Group, Inc.",14568.00,HHF,04/16/2015,No,3,Von Steuben,42.426779,-82.998679,"location
(42.426779, -82.998679)",,17885,STRASBURG,St
7330 Merkel,15002097.001,Able Demolition,13029.00,Non-HHF,04/16/2015,No,3,Airport Sub,42.397265,-83.025701,"location
(42.397265, -83.025701)",,7330,MERKEL,Ave
14918 Troester,21016597.,Able Demolition,7649.49,Non-HHF,04/16/2015,No,4,Mapleridge,42.426139,-82.967869,"location
(42.426139, -82.967869)",,14918,TROESTER,St
19194 Teppert,17014988.,"Adamo Group, Inc.",15277.97,HHF,04/16/2015,No,3,Pulaski,42.435763,-83.007609,"location
(42.435763, -83.007609)",,19194,TEPPERT,St
2259 Labelle,08004848.,"Adamo Group, Inc.",16369.00,HHF,04/16/2015,No,2,Oakman Blvd Community,42.398307,-83.119461,"location
(42.398307, -83.119461)",,2259,LABELLE,
19140 Blackmoor,17016138.,"Adamo Group, Inc.",16012.52,HHF,04/15/2015,No,3,Pulaski,42.434863,-83.012968,"location
(42.434863, -83.012968)",,19140,BLACKMOOR,St
1968 Labelle,08004891.,"Adamo Group, Inc.",35607.00,HHF,04/15/2015,No,2,Oakman Blvd Community,42.399649,-83.117065,"location
(42.399649, -83.117065)",,1968,LABELLE,
1982 Labelle,08004889.,"Adamo Group, Inc.",10353.00,HHF,04/15/2015,No,2,Oakman Blvd Community,42.399563,-83.117297,"location
(42.399563, -83.117297)",,1982,LABELLE,
13551 Northlawn,16032455.,Futurenet Group,19500.00,Non-HHF,04/14/2015,No,7,Davison-Schoolcraft,42.386999,-83.153304,"location
(42.386999, -83.153304)",,13551,NORTHLAWN,St
12256 Stout,22101092.,Able Demolition,7548.49,Non-HHF,04/14/2015,No,7,Weatherby,42.377244,-83.239789,"location
(42.377244, -83.239789)",,12256,STOUT,St
20505 Waltham,21032772-3,DMC Consultants,9975.00,Non-HHF,04/13/2015,No,3,Conner Creek,42.447498,-82.995771,"location
(42.447498, -82.995771)",,20505,WALTHAM,St
14130 Westbrook,22109644-5,Futurenet Group,12700.00,Non-HHF,04/13/2015,No,1,Brightmoor,42.388955,-83.249838,"location
(42.388955, -83.249838)",,14130,WESTBROOK,St
18919 Strasburg,21034434.,DMC Consultants,8925.00,Non-HHF,04/13/2015,No,3,Von Steuben,42.433132,-82.998837,"location
(42.433132, -82.998837)",,18919,STRASBURG,St
6736 Floyd,18004346.,DMC Consultants,20000.00,Non-HHF,04/13/2015,No,6,Midwest,42.346463,-83.138598,"location
(42.346463, -83.138598)",,6736,FLOYD,St
3755 Harding,21039797.,Brown Environmental Construction,6944.00,Non-HHF,04/10/2015,No,4,East Canfield,42.376586,-82.986342,"location
(42.376586, -82.986342)",,3755,HARDING,St
11361 Evanston,21005131.,Futurenet Group,16700.00,Non-HHF,04/09/2015,No,4,Ravendale,42.398556,-82.989099,"location
(42.398556, -82.989099)",,11361,EVANSTON,St
1370 Newport,21053746.,Futurenet Group,21300.00,Non-HHF,04/09/2015,No,4,Riverbend,42.376897,-82.949103,"location
(42.376897, -82.949103)",,1370,NEWPORT,St
8030 E Forest,17000572.,Brown Environmental Construction,15234.00,Non-HHF,04/08/2015,No,5,Gratiot-Grand,42.37387,-83.010408,"location
(42.37387, -83.010408)",E,8030,FOREST,Ave
4802 Baldwin,17011290.,Brown Environmental Construction,16513.00,Non-HHF,04/08/2015,No,5,Gratiot-Grand,42.374531,-83.013949,"location
(42.374531, -83.013949)",,4802,BALDWIN,St
4525 Crane,19010173.,Brown Environmental Construction,10088.00,Non-HHF,04/08/2015,No,5,Gratiot Woods,42.375859,-83.002891,"location
(42.375859, -83.002891)",,4525,CRANE,St
4825 Lodewyck,21077958.,Brown Environmental Construction,4571.00,Non-HHF,04/08/2015,No,4,Cornerstone Village,42.408074,-82.919772,"location
(42.408074, -82.919772)",,4825,LODEWYCK,St
3906 Lillibridge,21042730.,Brown Environmental Construction,9976.00,Non-HHF,04/08/2015,No,4,West End,42.379636,-82.981524,"location
(42.379636, -82.981524)",,3906,LILLIBRIDGE,St
8338 W Grand River,14001628.,Able Demolition,10403.00,Non-HHF,04/07/2015,Yes,5,Petoskey-Otsego,42.36103,-83.119267,"location
(42.36103, -83.119267)",W,8338,GRAND RIVER,Ave
265 Riopelle,07000035-6,Able Demolition,16550.00,Non-HHF,04/07/2015,Yes,5,Rivertown,42.333512,-83.030222,"location
(42.333512, -83.030222)",,265,RIOPELLE,St
4703 Hurlbut,19004708-28,Brown Environmental Construction,7132.00,Non-HHF,04/06/2015,No,4,West End,42.380153,-82.994257,"location
(42.380153, -82.994257)",,4703,HURLBUT,St
2577 Stair,18010097.,1 Way Service,23400.00,Non-HHF,04/06/2015,No,6,Springwells,42.316237,-83.124404,"location
(42.316237, -83.124404)",,2577,STAIR,St
5559 Ridgewood,16004294.,Brown Environmental Construction,23000.00,Non-HHF,04/06/2015,No,6,Midwest,42.362678,-83.137502,"location
(42.362678, -83.137502)",,5559,RIDGEWOOD,St
12024 Mettetal,22059772.,Brown Environmental Construction,7512.00,Non-HHF,04/06/2015,No,7,Plymouth-I96,42.375069,-83.205726,"location
(42.375069, -83.205726)",,12024,METTETAL,St
12380 Cherrylawn,16032622.,Brown Environmental Construction,7200.00,Non-HHF,04/06/2015,No,7,Littlefield Community,42.380241,-83.153585,"location
(42.380241, -83.153585)",,12380,CHERRYLAWN,St
4766 Garland,21037889.,Brown Environmental Construction,15589.00,Non-HHF,04/06/2015,No,4,West End,42.382461,-82.992378,"location
(42.382461, -82.992378)",,4766,GARLAND,St
6927 Gratiot,15000387.,RDC Construction Services,11000.00,Non-HHF,04/06/2015,Yes,5,Gratiot Town/Ketterring,42.371527,-83.020043,"location
(42.371527, -83.020043)",,6927,GRATIOT,Ave
7704 Forrer,22053650.,Brown Environmental Construction,9500.00,Non-HHF,04/06/2015,No,7,Warren Ave Community,42.348484,-83.19982,"location
(42.348484, -83.19982)",,7704,FORRER,St
5603 Maryland,21064356.,Brown Environmental Construction,9851.00,Non-HHF,04/06/2015,No,4,Morningside,42.402292,-82.955943,"location
(42.402292, -82.955943)",,5603,MARYLAND,St
4664 Beaconsfield,21065666.,Brown Environmental Construction,16663.00,Non-HHF,04/01/2015,No,4,Morningside,42.396448,-82.94793,"location
(42.396448, -82.94793)",,4664,BEACONSFIELD,St
4675 Beaconsfield,21066278.,Brown Environmental Construction,11263.00,Non-HHF,04/01/2015,No,4,Morningside,42.39634,-82.948565,"location
(42.39634, -82.948565)",,4675,BEACONSFIELD,St
17623 Heyden,22099544.,Homrich,14500.00,HHF,03/31/2015,No,1,Holcomb Community,42.420927,-83.240655,"location
(42.420927, -83.240655)",,17623,HEYDEN,St
12245 Braile,22105870.,Homrich,16900.00,HHF,03/30/2015,No,7,Weatherby,42.377152,-83.244141,"location
(42.377152, -83.244141)",,12245,BRAILE,St
1786 Helen,15008714.,Able Demolition,18313.83,Non-HHF,03/30/2015,No,5,Islandview,42.354385,-83.007873,"location
(42.354385, -83.007873)",,1786,HELEN,St
